order,easting,northing,period,cld_st,cld_end,t_sun,Ppip,hab,den_cont,den_int,den_wtt,gap,den_w1,den_w2,den_w3,dist_M5,dist_conif,dist_river,dist_dec,dist_awood,dist_im,den_SE_im,den_SE_dec,den_SE_ah,den_SE_ac,den_PE_im_im,den_PE_ah_im,den_PE_ac_im,den_PE_ac_ac,den_PE_ah_ah
501,310182.877600,115622.733300,198,100,100,1.123,2,int,0.00000,0.00520,0.00030,1.44236,0.00012,0.00209,0.00065,1238.23434,416.17303,588.21765,416.17303,0.00000,50.00000,0.00239,0.00000,0.00132,0.00011,0.00000,0.00000,0.00438,0.00000,0.00354
518,310322.618800,116426.738000,202,100,100,1.889,2,int,0.00014,0.00587,0.00027,0.00000,0.00000,0.00158,0.00054,1322.11347,0.00000,162.78821,474.23624,977.54797,0.00000,0.00546,0.00000,0.00159,0.00000,0.00393,0.00159,0.00000,0.00000,0.00000
530,312313.702200,116890.946300,211,100,100,2.725,2,cont,0.00548,0.00196,0.00014,0.00000,0.00000,0.00107,0.00000,1528.13778,0.00000,308.05844,0.00000,714.49280,67.08204,0.00152,0.00533,0.00000,0.00000,0.00080,0.00000,0.00000,0.00000,0.00000
533,312313.702200,116890.946300,211,100,100,2.748,2,cont,0.00548,0.00196,0.00014,0.00000,0.00000,0.00107,0.00000,1519.56469,0.00000,308.05844,0.00000,714.49280,67.08204,0.00152,0.00533,0.00000,0.00000,0.00080,0.00000,0.00000,0.00000,0.00000
566,314437.727600,117514.992300,237,100,100,2.422,2,cont,0.01369,0.00329,0.00025,0.00000,0.00005,0.00145,0.00037,1212.95052,22.36068,120.83046,22.36068,440.00000,0.00000,0.00131,0.00677,0.00497,0.00001,0.00000,0.00199,0.00000,0.00062,0.00000
610,317438.944600,119214.741700,269,90,90,1.563,2,cont,0.00186,0.00610,0.00053,0.00000,0.00013,0.00141,0.00069,1146.05524,245.96748,0.00000,0.00000,1083.74353,0.00000,0.00000,0.00000,0.00610,0.00008,0.00199,0.00483,0.00301,0.00334,0.00253
649,318135.630200,121074.512800,287,0,0,1.394,2,int,0.00119,0.00282,0.00033,0.00000,0.00000,0.00122,0.00020,1602.29195,521.53619,130.00000,521.53619,2632.29932,174.64249,0.00000,0.00000,0.00000,0.00009,0.00000,0.00000,0.00047,0.00245,0.00000
656,318169.032400,120878.223600,290,0,0,1.567,2,wtt,0.00000,0.00277,0.00032,0.00000,0.00000,0.00122,0.00000,609.45419,560.89215,180.00000,560.89215,2517.93555,223.60680,0.00000,0.00000,0.00000,0.00004,0.00000,0.00000,0.00000,0.00000,0.00000
657,318169.032400,120878.223600,290,0,0,1.596,2,wtt,0.00000,0.00277,0.00032,0.00000,0.00000,0.00122,0.00000,1417.06509,0.00000,180.00000,560.89215,2517.93555,223.60680,0.00000,0.00000,0.00000,0.00004,0.00000,0.00000,0.00000,0.00000,0.00000
696,318854.480100,119233.495400,299,25,80,2.131,2,cont,0.00174,0.00584,0.00000,0.00000,0.00011,0.00231,0.00000,1628.10405,210.23796,114.01754,210.23796,0.00000,0.00000,0.00000,0.00000,0.00000,0.00004,0.00602,0.00000,0.00503,0.00000,0.00000
709,319002.272400,118804.068500,305,25,80,2.635,2,cont,0.00279,0.00552,0.00119,0.00000,0.00011,0.00000,0.00000,1222.75961,20.00000,291.54761,20.00000,0.00000,0.00000,0.00000,0.00000,0.00405,0.00000,0.00000,0.00276,0.00293,0.00000,0.00305
713,318942.579800,118535.834900,314,25,80,3.055,2,int,0.00001,0.00459,0.00088,0.00000,0.00013,0.00240,0.00000,1628.10405,246.98178,220.00000,0.00000,0.00000,0.00000,0.00777,0.00000,0.00443,0.00001,0.00510,0.00194,0.00114,0.00000,0.00159
719,318941.192700,118536.968900,315,100,90,0.548,2,int,0.00001,0.00460,0.00088,0.00000,0.00000,0.00240,0.00000,1626.72862,0.00000,220.00000,246.98178,451.88495,0.00000,0.00000,0.00000,0.00441,0.00001,0.00507,0.00202,0.00114,0.00000,0.00170
723,318941.192700,118536.968900,315,100,90,0.767,2,int,0.00001,0.00460,0.00088,0.00000,0.00000,0.00240,0.00000,1327.13675,0.00000,220.00000,246.98178,451.88495,0.00000,0.00000,0.00000,0.00441,0.00001,0.00507,0.00202,0.00000,0.00000,0.00170
736,318968.792700,118953.636500,320,100,90,1.022,2,int,0.00279,0.00590,0.00119,0.00000,0.00000,0.00281,0.00000,1626.72862,0.00000,259.61511,22.36068,0.00000,41.23106,0.00247,0.00279,0.00048,0.00011,0.00202,0.00048,0.00439,0.00000,0.00053
767,319793.444800,119093.164300,338,50,5,2.640,2,int,0.00000,0.00405,0.00104,2.35671,0.00010,0.00000,0.00033,1511.97428,250.19992,308.05844,250.19992,1346.47693,0.00000,0.00826,0.00000,0.00407,0.00005,0.00000,0.00000,0.00235,0.00000,0.00179
780,319828.273800,118847.926700,339,95,5,0.638,2,int,0.00364,0.00374,0.00078,0.00000,0.00007,0.00197,0.00018,1318.63067,10.00000,232.59407,10.00000,1115.16809,50.00000,0.00720,0.00274,0.00000,0.00005,0.00293,0.00000,0.00238,0.00212,0.00000
784,319828.273800,118847.926700,339,95,5,0.668,2,int,0.00364,0.00374,0.00078,0.00000,0.00007,0.00197,0.00018,1318.63067,10.00000,232.59407,10.00000,1115.16809,50.00000,0.00720,0.00274,0.00000,0.00005,0.00293,0.00000,0.00238,0.00212,0.00000
787,319844.472200,118986.708400,340,95,5,0.721,2,int,0.00000,0.00377,0.00085,0.00000,0.00007,0.00000,0.00021,1318.63067,150.00000,313.84711,150.00000,0.00000,0.00000,0.00545,0.00000,0.00132,0.00005,0.00000,0.00000,0.00318,0.00208,0.00064
798,319820.791300,119044.913100,344,95,5,0.866,2,int,0.00000,0.00385,0.00094,0.00000,0.00008,0.00214,0.00027,892.47572,200.00000,327.56677,200.00000,0.00000,0.00000,0.00685,0.00000,0.00300,0.00004,0.00000,0.00333,0.00304,0.00190,0.00158
803,319820.791300,119044.913100,344,95,5,0.894,2,int,0.00000,0.00385,0.00094,0.00000,0.00008,0.00214,0.00027,1511.97428,200.00000,327.56677,200.00000,0.00000,0.00000,0.00685,0.00000,0.00300,0.00004,0.00000,0.00333,0.00304,0.00190,0.00158
807,319820.791300,119044.913100,344,95,5,0.912,2,int,0.00000,0.00385,0.00094,0.00000,0.00008,0.00214,0.00027,1076.14364,200.00000,327.56677,200.00000,0.00000,0.00000,0.00685,0.00000,0.00300,0.00004,0.00000,0.00333,0.00304,0.00190,0.00158
