order,easting,northing,period,cld_st,cld_end,t_sun,Ppip,hab,den_cont,den_int,den_wtt,gap,den_w1,den_w2,den_w3,dist_M5,dist_conif,dist_river,dist_dec,dist_awood,dist_im,den_SE_im,den_SE_dec,den_SE_ah,den_SE_ac,den_PE_im_im,den_PE_ah_im,den_PE_ac_im,den_PE_ac_ac,den_PE_ah_ah
788,319827.623700,119032.572300,340,95,5,0.741,7,int,0.00000,0.00382,0.00092,0.00000,0.00007,0.00000,0.00025,1318.63067,190.00000,317.64761,190.00000,0.00000,0.00000,0.00665,0.00000,0.00278,0.00005,0.00000,0.00000,0.00315,0.00191,0.00128
801,319820.791300,119044.913100,344,95,5,0.886,7,int,0.00000,0.00385,0.00094,0.00000,0.00008,0.00214,0.00027,1511.97428,200.00000,327.56677,200.00000,0.00000,0.00000,0.00685,0.00000,0.00300,0.00004,0.00000,0.00333,0.00304,0.00190,0.00158
826,319820.241700,119371.926800,349,95,5,1.198,7,cont,0.00096,0.00424,0.00103,0.00000,0.00009,0.00221,0.00022,1112.79034,291.54761,433.82025,291.54761,1591.54016,0.00000,0.01378,0.00000,0.00157,0.00000,0.00000,0.00517,0.00000,0.00000,0.00000
838,319764.174900,119243.773700,357,95,5,2.441,7,int,0.00060,0.00441,0.00109,2.19640,0.00009,0.00000,0.00037,1108.09650,390.00000,322.02484,390.00000,1493.72021,0.00000,0.00885,0.00000,0.00518,0.00002,0.00000,0.00000,0.00059,0.00000,0.00132
895,320338.280800,121496.128100,382,10,2,2.058,7,int,0.00000,0.00305,0.00075,1.87709,0.00003,0.00206,0.00000,742.61903,0.00000,269.25824,233.45235,0.00000,110.00000,0.00435,0.00000,0.00868,0.00006,0.00055,0.00267,0.00282,0.00139,0.00606
910,320361.050900,121652.606400,383,10,2,2.247,7,int,0.00000,0.00281,0.00075,0.00000,0.00003,0.00206,0.00000,1614.08818,0.00000,271.66156,0.00000,0.00000,0.00000,0.00010,0.00213,0.00644,0.00009,0.00000,0.00022,0.00008,0.00358,0.00542
996,320254.679700,121173.748500,414,90,10,1.693,7,int,0.00000,0.00298,0.00069,0.00000,0.00003,0.00000,0.00000,811.15133,0.00000,323.88269,300.83218,0.00000,0.00000,0.00751,0.00000,0.00489,0.00004,0.00000,0.00036,0.00581,0.00000,0.00346
1055,322474.710800,119540.559800,439,95,95,2.805,7,cont,0.00675,0.00148,0.00009,0.00000,0.00004,0.00000,0.00008,1412.85026,332.86633,90.00000,332.86633,894.70667,0.00000,0.00000,0.00000,0.00442,0.00000,0.00000,0.00781,0.00000,0.00000,0.00000
1117,329064.383000,129162.358500,462,5,60,1.601,7,int,0.00100,0.00000,0.00000,0.00000,0.00046,0.00068,0.00007,815.64662,291.54761,370.00000,291.54761,0.00000,0.00000,0.00000,0.00000,0.00000,0.00013,0.00000,0.00000,0.00520,0.00000,0.00000
1139,329081.141400,129157.679000,466,5,60,1.783,7,int,0.00100,0.00000,0.00000,0.00000,0.00046,0.00071,0.00007,1010.14581,300.16663,366.74243,300.16663,0.00000,0.00000,0.00000,0.00000,0.00000,0.00014,0.00000,0.00000,0.00510,0.00831,0.00000
1147,329307.945800,129135.655900,470,5,60,2.021,7,int,0.00000,0.00000,0.00000,0.00000,0.00046,0.00169,0.00010,690.95112,506.95166,364.96576,506.95166,10470.57813,0.00000,0.00007,0.00000,0.00199,0.00015,0.00000,0.00000,0.00007,0.00000,0.00302
1182,330189.770900,129810.995300,488,40,40,1.163,7,int,0.00000,0.00308,0.00134,0.00000,0.00043,0.00238,0.00002,609.02232,1394.34570,0.00000,1394.34570,11489.34277,40.00000,0.00875,0.00000,0.00189,0.00000,0.00267,0.00238,0.00000,0.00000,0.00000
1185,330189.770900,129810.995300,488,40,40,1.241,7,int,0.00000,0.00308,0.00134,0.00000,0.00043,0.00238,0.00002,609.02232,1394.34570,0.00000,1394.34570,11489.34277,40.00000,0.00875,0.00000,0.00189,0.00000,0.00267,0.00238,0.00000,0.00000,0.00000
1197,329944.064200,129780.962400,490,40,40,1.429,7,wtt,0.00000,0.00346,0.00134,0.00000,0.00052,0.00246,0.00002,612.67275,1367.40625,0.00000,0.00000,11345.68164,0.00000,0.01065,0.00000,0.00128,0.00000,0.00530,0.00236,0.00000,0.00000,0.00000
1238,329407.199800,130036.315600,498,40,40,2.050,7,wtt,0.00000,0.00000,0.00082,0.00000,0.00038,0.00161,0.00003,612.67275,1187.01306,422.01895,1187.01306,0.00000,20.00000,0.00000,0.00000,0.00108,0.00005,0.00403,0.00040,0.00542,0.00000,0.00187
1246,329407.199800,130036.315600,498,40,40,2.136,7,wtt,0.00000,0.00000,0.00082,0.00000,0.00038,0.00161,0.00003,991.63809,1187.01306,422.01895,1187.01306,0.00000,20.00000,0.00000,0.00000,0.00108,0.00005,0.00403,0.00040,0.00542,0.00000,0.00187
1292,329642.433300,130069.802400,514,100,100,2.025,7,int,0.00120,0.00249,0.00000,0.00000,0.00040,0.00198,0.00002,775.07922,1340.14929,290.68884,1340.14929,11462.19043,0.00000,0.00299,0.00000,0.00398,0.00000,0.00000,0.00159,0.00285,0.00161,0.00000
1349,329454.462100,129136.985400,533,30,30,1.545,7,int,0.00000,0.00000,0.00000,0.92345,0.00049,0.00215,0.00010,810.03552,653.06970,360.13885,0.00000,10540.61230,256.12497,0.00000,0.00000,0.00519,0.00015,0.00000,0.00000,0.00000,0.01161,0.00690
1368,329454.462100,129136.985400,533,30,30,1.671,7,int,0.00000,0.00000,0.00000,0.92345,0.00049,0.00215,0.00010,991.63809,653.06970,360.13885,0.00000,10540.61230,256.12497,0.00000,0.00000,0.00519,0.00015,0.00000,0.00000,0.00000,0.01161,0.00690
1374,329263.108800,129137.383200,534,30,30,1.714,7,int,0.00000,0.00000,0.00000,0.00000,0.00046,0.00152,0.00010,618.08965,468.40155,370.00000,0.00000,10452.18652,181.10770,0.00005,0.00000,0.00154,0.00016,0.00000,0.00000,0.00000,0.00000,0.00206
1397,329224.640200,129143.472300,544,30,30,1.846,7,int,0.00000,0.00233,0.00076,0.00000,0.00000,0.00143,0.00010,618.08965,430.11627,370.54016,430.11627,10442.82031,160.00000,0.00000,0.00000,0.00131,0.00016,0.00000,0.00000,0.00000,0.00000,0.00152
1439,331123.719100,132357.661400,555,0,0,2.688,7,wtt,0.00272,0.00128,0.00045,0.00000,0.00013,0.00075,0.00020,1397.72716,730.06848,540.83270,730.06848,14167.66016,0.00000,0.00463,0.00000,0.00000,0.00007,0.00040,0.00000,0.00442,0.00674,0.00000
1465,336733.825300,158059.279500,570,85,85,0.837,7,int,0.00321,0.00109,0.00008,1.09906,0.00015,0.00061,0.00008,1416.96304,200.99751,1263.96204,200.99751,568.59479,14.14214,0.00000,0.00059,0.00330,0.00005,0.00018,0.00078,0.00170,0.00053,0.00119
1472,336863.493900,158174.460700,571,85,85,0.951,7,int,0.00871,0.00122,0.00008,0.00000,0.00015,0.00000,0.00008,1416.96304,72.80110,1140.00000,72.80110,439.31766,92.19544,0.00000,0.00451,0.00289,0.00007,0.00000,0.00119,0.00200,0.00000,0.00097
47,295838.519700,96709.295200,10,2,2,2.717,8,int,0.00000,0.00219,0.00062,0.00000,0.00000,0.00000,0.00023,1574.29125,547.08319,366.87872,0.00000,670.82037,80.62257,0.00369,0.00000,0.00647,0.00006,0.00000,0.00000,0.00375,0.00405,0.00000
80,296448.185000,96926.293200,29,99,99,1.719,8,int,0.00287,0.00245,0.00062,7.77165,0.00000,0.00000,0.00000,601.80908,130.00000,702.13959,130.00000,988.83771,0.00000,0.00089,0.00000,0.01040,0.00007,0.00055,0.00000,0.00000,0.00306,0.00298
138,300753.963400,101891.433700,61,70,85,2.157,8,cont,0.00545,0.00209,0.00006,0.00000,0.00000,0.00000,0.00003,625.58350,150.33296,0.00000,150.33296,0.00000,89.44272,0.00544,0.00154,0.00765,0.00000,0.00036,0.00382,0.00000,0.00000,0.00000
168,300637.234100,101979.312600,71,85,85,1.743,8,int,0.00155,0.00193,0.00006,0.00000,0.00000,0.00000,0.00003,1622.96262,127.27922,1056.03027,127.27922,0.00000,0.00000,0.00933,0.00043,0.00719,0.00000,0.00341,0.00472,0.00000,0.00000,0.00000
208,302489.018800,103761.834000,81,0,0,2.277,8,int,0.00000,0.00283,0.00000,0.00000,0.00003,0.00000,0.00006,1427.57224,430.11627,522.39832,0.00000,0.00000,140.00000,0.00142,0.00000,0.00396,0.00003,0.00000,0.00000,0.00056,0.00041,0.00099
257,302416.288600,103753.187500,101,80,60,1.508,8,int,0.00000,0.00284,0.00000,0.00000,0.00003,0.00000,0.00006,1107.09193,427.55118,520.86469,427.55118,1545.47729,131.52946,0.00101,0.00000,0.00000,0.00000,0.00000,0.00101,0.00000,0.00000,0.00099
276,303483.724600,106183.737300,114,90,90,2.168,8,int,0.00000,0.00000,0.00004,0.00000,0.00000,0.00167,0.00013,828.38510,360.55511,0.00000,360.55511,0.00000,0.00000,0.00747,0.00000,0.00000,0.00005,0.00380,0.00000,0.00605,0.00239,0.00000
328,303480.991400,106188.237400,137,95,95,1.373,8,int,0.00164,0.00000,0.00004,0.00000,0.00000,0.00167,0.00013,1022.23549,358.05026,0.00000,0.00000,0.00000,30.00000,0.00747,0.00000,0.00000,0.00005,0.00402,0.00000,0.00605,0.00239,0.00000
468,310523.346900,115394.378000,174,35,100,3.935,8,cont,0.00612,0.00416,0.00017,0.00000,0.00012,0.00176,0.00000,1028.49275,300.00000,546.44305,300.00000,1658.46313,92.19544,0.00223,0.00000,0.00189,0.00006,0.00000,0.00000,0.00000,0.00000,0.00448
472,310523.366100,115395.489900,186,35,100,3.971,8,cont,0.00617,0.00417,0.00017,0.00000,0.00012,0.00176,0.00000,1621.27254,300.00000,546.44305,300.00000,1658.46313,98.99495,0.00223,0.00000,0.00189,0.00006,0.00000,0.00000,0.00000,0.00000,0.00448
474,310523.366100,115395.489900,186,35,100,3.982,8,cont,0.00617,0.00417,0.00017,0.00000,0.00012,0.00176,0.00000,1621.27254,300.00000,546.44305,300.00000,1658.46313,98.99495,0.00223,0.00000,0.00189,0.00006,0.00000,0.00000,0.00000,0.00000,0.00448
505,310163.211000,115866.670800,201,100,100,1.355,8,int,0.00021,0.00612,0.00030,0.00000,0.00012,0.00222,0.00067,1258.07473,590.76221,406.07880,590.76221,1457.25769,70.71068,0.00426,0.00000,0.00000,0.00003,0.00010,0.00000,0.00136,0.00000,0.00000
528,311720.597800,117095.679800,209,100,100,1.931,8,int,0.00869,0.00312,0.00001,0.00000,0.00000,0.00076,0.00000,809.85007,0.00000,741.48499,0.00000,290.17236,36.05551,0.00864,0.00662,0.00000,0.00000,0.00365,0.00000,0.00076,0.00000,0.00000
603,318045.733300,118591.118000,260,90,90,0.764,8,int,0.00000,0.00558,0.00066,0.00000,0.00017,0.00208,0.00061,811.98173,262.48810,0.00000,0.00000,550.00000,0.00000,0.00000,0.00000,0.00394,0.00009,0.00146,0.00218,0.00772,0.00458,0.00280
691,318848.156200,119278.085300,299,25,80,2.112,8,cont,0.00178,0.00573,0.00000,0.00000,0.00011,0.00221,0.00000,624.33866,203.96078,110.00000,203.96078,0.00000,0.00000,0.00000,0.00000,0.00060,0.00003,0.00597,0.00138,0.00428,0.00000,0.00000
737,318968.792700,118953.636500,320,100,90,1.029,8,int,0.00279,0.00590,0.00119,0.00000,0.00000,0.00281,0.00000,1626.72862,0.00000,259.61511,22.36068,0.00000,41.23106,0.00247,0.00279,0.00048,0.00011,0.00202,0.00048,0.00439,0.00000,0.00053
795,319820.791300,119044.913100,344,95,5,0.833,8,int,0.00000,0.00385,0.00094,0.00000,0.00008,0.00214,0.00027,923.97303,200.00000,327.56677,200.00000,0.00000,0.00000,0.00685,0.00000,0.00300,0.00004,0.00000,0.00333,0.00304,0.00190,0.00158
817,319765.648200,119248.199900,348,95,5,1.094,8,int,0.00068,0.00441,0.00109,0.00000,0.00009,0.00239,0.00035,1307.71710,380.78867,326.49655,380.78867,0.00000,0.00000,0.00885,0.00000,0.00515,0.00002,0.00000,0.00812,0.00059,0.00000,0.00123
819,319765.648200,119248.199900,348,95,5,1.149,8,int,0.00068,0.00441,0.00109,0.00000,0.00009,0.00239,0.00035,1318.63067,380.78867,326.49655,380.78867,0.00000,0.00000,0.00885,0.00000,0.00515,0.00002,0.00000,0.00812,0.00059,0.00000,0.00123
857,320235.057400,121085.070100,365,10,2,1.754,8,int,0.00000,0.00286,0.00061,0.00000,0.00003,0.00174,0.00000,841.36429,0.00000,329.84845,210.23796,3185.67114,20.00000,0.00586,0.00000,0.00000,0.00004,0.00282,0.00000,0.00419,0.00000,0.00174
863,320279.779400,121253.444300,365,10,2,1.777,8,int,0.00000,0.00298,0.00074,0.00000,0.00003,0.00205,0.00000,1202.16053,0.00000,301.49628,0.00000,3303.24072,0.00000,0.00841,0.00000,0.00503,0.00004,0.00169,0.00210,0.00620,0.00000,0.00410
864,320279.779400,121253.444300,365,10,2,1.780,8,int,0.00000,0.00298,0.00074,0.00000,0.00003,0.00205,0.00000,1202.16053,0.00000,301.49628,0.00000,3303.24072,0.00000,0.00841,0.00000,0.00503,0.00004,0.00169,0.00210,0.00620,0.00000,0.00410
894,320331.466100,121418.374700,378,10,2,2.014,8,int,0.00000,0.00305,0.00075,0.00000,0.00003,0.00000,0.00000,729.91280,0.00000,270.00000,0.00000,0.00000,0.00000,0.00773,0.00000,0.00833,0.00003,0.00135,0.00331,0.00492,0.00000,0.00512
902,320338.537900,121512.808100,383,10,2,2.198,8,int,0.00000,0.00304,0.00075,1.87709,0.00003,0.00000,0.00000,726.81162,0.00000,270.18512,0.00000,0.00000,0.00000,0.00298,0.00000,0.00859,0.00007,0.00039,0.00199,0.00231,0.00198,0.00624
925,320679.665500,122149.337200,395,10,2,2.814,8,int,0.00000,0.00197,0.00000,0.00000,0.00001,0.00000,0.00000,1612.78682,395.60080,30.00000,395.60080,0.00000,0.00000,0.00861,0.00000,0.00351,0.00001,0.00000,0.00113,0.00217,0.00000,0.00113
949,320372.948500,121695.801400,404,90,10,1.036,8,int,0.00210,0.00280,0.00075,0.00000,0.00003,0.00000,0.00004,1008.55378,0.00000,270.73972,111.80340,0.00000,192.35384,0.00000,0.00208,0.00000,0.00009,0.00000,0.00000,0.00006,0.00358,0.00499
984,320291.592800,121291.079100,413,90,10,1.621,8,int,0.00000,0.00300,0.00075,0.00000,0.00003,0.00206,0.00004,811.15133,412.31058,298.32867,412.31058,0.00000,0.00000,0.00876,0.00000,0.00000,0.00004,0.00000,0.00243,0.00616,0.00000,0.00430
998,320249.509000,121157.144300,414,90,10,1.699,8,int,0.00000,0.00297,0.00067,0.00000,0.00003,0.00000,0.00000,809.05034,0.00000,322.49030,287.92361,0.00000,0.00000,0.00704,0.00000,0.00496,0.00004,0.00000,0.00004,0.00595,0.00000,0.00342
1046,322475.429600,119541.661200,432,95,95,2.734,8,cont,0.00675,0.00148,0.00009,0.00000,0.00004,0.00000,0.00009,1412.85026,332.86633,90.00000,332.86633,894.70667,0.00000,0.00000,0.00000,0.00442,0.00000,0.00000,0.00781,0.00000,0.00000,0.00000
1051,322474.694100,119539.447800,432,95,95,2.752,8,cont,0.00675,0.00148,0.00009,0.00000,0.00004,0.00000,0.00008,1412.85026,332.86633,90.00000,332.86633,894.70667,0.00000,0.00000,0.00000,0.00442,0.00000,0.00000,0.00781,0.00000,0.00000,0.00000
1120,329064.413600,129164.582600,465,5,60,1.637,8,int,0.00100,0.00000,0.00000,0.00000,0.00046,0.00068,0.00007,815.64662,291.54761,360.00000,291.54761,0.00000,0.00000,0.00148,0.00000,0.00000,0.00013,0.00000,0.00000,0.00520,0.00794,0.00000
1122,329064.413600,129164.582600,465,5,60,1.654,8,int,0.00100,0.00000,0.00000,0.00000,0.00046,0.00068,0.00007,855.55720,291.54761,360.00000,291.54761,0.00000,0.00000,0.00148,0.00000,0.00000,0.00013,0.00000,0.00000,0.00520,0.00794,0.00000
1136,329064.413600,129164.582600,465,5,60,1.756,8,int,0.00100,0.00000,0.00000,0.00000,0.00046,0.00068,0.00007,661.06354,291.54761,360.00000,291.54761,0.00000,0.00000,0.00148,0.00000,0.00000,0.00013,0.00000,0.00000,0.00520,0.00794,0.00000
1151,329476.111300,129131.128100,472,5,60,2.217,8,int,0.00000,0.00000,0.00000,0.00000,0.00049,0.00215,0.00010,1009.19449,670.82037,371.21423,670.82037,10550.07617,0.00000,0.00000,0.00000,0.00571,0.00014,0.00000,0.00000,0.00000,0.00000,0.00759
1180,330189.770900,129810.995300,488,40,40,1.107,8,int,0.00000,0.00308,0.00134,0.00000,0.00043,0.00238,0.00002,609.02232,1394.34570,0.00000,1394.34570,11489.34277,40.00000,0.00875,0.00000,0.00189,0.00000,0.00267,0.00238,0.00000,0.00000,0.00000
1216,329638.274700,130073.195900,495,40,40,1.849,8,int,0.00120,0.00000,0.00109,0.00000,0.00040,0.00195,0.00002,1415.47613,1340.14929,290.68884,1340.14929,11457.68262,10.00000,0.00311,0.00000,0.00398,0.00004,0.00313,0.00159,0.00285,0.00000,0.00174
1245,329407.199800,130036.315600,498,40,40,2.133,8,wtt,0.00000,0.00000,0.00082,0.00000,0.00038,0.00161,0.00003,645.36350,1187.01306,422.01895,1187.01306,0.00000,20.00000,0.00000,0.00000,0.00108,0.00005,0.00403,0.00040,0.00542,0.00000,0.00187
1249,329407.199800,130036.315600,498,40,40,2.153,8,wtt,0.00000,0.00000,0.00082,0.00000,0.00038,0.00161,0.00003,813.79716,1187.01306,422.01895,1187.01306,0.00000,20.00000,0.00000,0.00000,0.00108,0.00005,0.00403,0.00040,0.00542,0.00000,0.00187
1272,329448.601600,130040.197600,502,100,100,1.813,8,wtt,0.00000,0.00000,0.00088,1.21171,0.00041,0.00169,0.00002,804.82305,1207.39392,382.88379,1207.39392,11346.40430,0.00000,0.00716,0.00000,0.00059,0.00005,0.00000,0.00040,0.00489,0.00000,0.00000
1467,336733.825300,158059.279500,570,85,85,0.846,8,int,0.00321,0.00109,0.00008,1.09906,0.00015,0.00061,0.00008,1416.96304,200.99751,1263.96204,200.99751,568.59479,14.14214,0.00000,0.00059,0.00330,0.00005,0.00018,0.00078,0.00170,0.00053,0.00119
25,296176.313400,96878.309100,4,2,2,2.242,9,int,0.00000,0.00272,0.00062,0.92188,0.00008,0.00129,0.00024,1582.06093,278.02878,629.68243,278.02878,853.75641,0.00000,0.00907,0.00000,0.00353,0.00004,0.00296,0.00361,0.00360,0.00199,0.00116
159,300635.056800,101976.017200,70,85,85,1.641,9,int,0.00151,0.00194,0.00006,0.00000,0.00000,0.00000,0.00003,816.48101,127.27922,1056.03027,127.27922,248.39485,0.00000,0.00933,0.00056,0.00723,0.00000,0.00309,0.00462,0.00000,0.00000,0.00000
207,302426.086100,103749.666600,81,0,0,2.252,9,int,0.00000,0.00284,0.00000,0.00000,0.00003,0.00000,0.00006,1427.57224,425.79337,520.38446,0.00000,0.00000,141.42136,0.00126,0.00000,0.00447,0.00001,0.00000,0.00000,0.00007,0.00000,0.00099
241,302619.476100,103730.468200,95,80,60,1.258,9,int,0.00000,0.00282,0.00000,0.00000,0.00003,0.00168,0.00006,1276.80566,403.11288,442.83179,403.11288,1594.52185,10.00000,0.00550,0.00000,0.00371,0.00000,0.00000,0.00354,0.00270,0.00060,0.00199
287,303938.813500,105735.930600,122,95,95,0.656,9,cont,0.00135,0.00000,0.00004,0.00000,0.00000,0.00152,0.00011,1181.78601,362.49139,559.01697,362.49139,718.47058,0.00000,0.00972,0.00000,0.00045,0.00007,0.00186,0.00062,0.00886,0.00199,0.00020
325,303480.991400,106188.237400,137,95,95,1.360,9,int,0.00164,0.00000,0.00004,0.00000,0.00000,0.00167,0.00013,1022.23549,358.05026,0.00000,0.00000,0.00000,30.00000,0.00747,0.00000,0.00000,0.00005,0.00402,0.00000,0.00605,0.00239,0.00000
344,304827.315100,112897.474200,144,90,95,1.853,9,cont,0.00340,0.00267,0.00000,1.22541,0.00001,0.00061,0.00007,642.48698,107.70329,854.40039,107.70329,6223.88965,98.48858,0.00388,0.00180,0.00665,0.00000,0.00129,0.00224,0.00108,0.00000,0.00119
379,304905.332400,112818.178700,157,100,75,1.504,9,cont,0.00648,0.00286,0.00000,1.22541,0.00001,0.00064,0.00000,1407.97863,10.00000,955.19629,10.00000,6147.32471,98.48858,0.00273,0.00504,0.00547,0.00000,0.00000,0.00000,0.00000,0.00000,0.00102
382,304905.332400,112818.178700,157,100,75,1.522,9,cont,0.00648,0.00286,0.00000,1.22541,0.00001,0.00064,0.00000,1584.37780,10.00000,955.19629,10.00000,6147.32471,98.48858,0.00273,0.00504,0.00547,0.00000,0.00000,0.00000,0.00000,0.00000,0.00102
384,304905.332400,112818.178700,157,100,75,1.532,9,cont,0.00648,0.00286,0.00000,1.22541,0.00001,0.00064,0.00000,700.78358,10.00000,955.19629,10.00000,6147.32471,98.48858,0.00273,0.00504,0.00547,0.00000,0.00000,0.00000,0.00000,0.00000,0.00102
391,304905.332400,112818.178700,157,100,75,1.577,9,cont,0.00648,0.00286,0.00000,1.22541,0.00001,0.00064,0.00000,789.57086,10.00000,955.19629,10.00000,6147.32471,98.48858,0.00273,0.00504,0.00547,0.00000,0.00000,0.00000,0.00000,0.00000,0.00102
437,310202.634300,115424.399200,172,35,100,3.653,9,int,0.00413,0.00449,0.00000,0.00000,0.00012,0.00182,0.00000,1489.96083,362.21539,728.01099,362.21539,1780.89868,76.15773,0.00189,0.00000,0.00603,0.00011,0.00000,0.00000,0.00000,0.00000,0.00751
476,310523.366100,115395.489900,186,35,100,3.997,9,cont,0.00617,0.00417,0.00017,0.00000,0.00012,0.00176,0.00000,1621.27254,300.00000,546.44305,300.00000,1658.46313,98.99495,0.00223,0.00000,0.00189,0.00006,0.00000,0.00000,0.00000,0.00000,0.00448
485,310523.366100,115395.489900,186,35,100,4.053,9,cont,0.00617,0.00417,0.00017,0.00000,0.00012,0.00176,0.00000,1621.27254,300.00000,546.44305,300.00000,1658.46313,98.99495,0.00223,0.00000,0.00189,0.00006,0.00000,0.00000,0.00000,0.00000,0.00448
543,312619.349200,116681.115100,214,0,2,0.757,9,int,0.00178,0.00128,0.00014,0.00000,0.00000,0.00057,0.00004,1204.26384,40.00000,178.04494,40.00000,502.19519,31.62278,0.00000,0.00181,0.00428,0.00006,0.00000,0.00114,0.00000,0.00000,0.00193
586,314488.718800,117964.627100,250,100,100,1.629,9,int,0.00289,0.00355,0.00025,0.00000,0.00005,0.00143,0.00037,812.14654,50.00000,90.00000,50.00000,516.23639,20.00000,0.00979,0.00292,0.00148,0.00000,0.00454,0.00046,0.00000,0.00000,0.00000
721,318941.192700,118536.968900,315,100,90,0.647,9,int,0.00001,0.00460,0.00088,0.00000,0.00000,0.00240,0.00000,1310.08924,0.00000,220.00000,246.98178,451.88495,0.00000,0.00000,0.00000,0.00441,0.00001,0.00507,0.00202,0.00114,0.00000,0.00170
725,318941.192700,118536.968900,315,100,90,0.838,9,int,0.00001,0.00460,0.00088,0.00000,0.00000,0.00240,0.00000,1222.75961,0.00000,220.00000,246.98178,451.88495,0.00000,0.00000,0.00000,0.00441,0.00001,0.00507,0.00202,0.00000,0.00000,0.00170
728,318941.192700,118536.968900,315,100,90,0.882,9,int,0.00001,0.00460,0.00088,0.00000,0.00000,0.00240,0.00000,1222.75961,0.00000,220.00000,246.98178,451.88495,0.00000,0.00000,0.00000,0.00441,0.00001,0.00507,0.00202,0.00000,0.00000,0.00170
740,318968.792700,118953.636500,320,100,90,1.092,9,int,0.00279,0.00590,0.00119,0.00000,0.00000,0.00281,0.00000,624.33866,0.00000,259.61511,22.36068,0.00000,41.23106,0.00247,0.00279,0.00048,0.00011,0.00202,0.00048,0.00439,0.00000,0.00053
741,318968.792700,118953.636500,320,100,90,1.102,9,int,0.00279,0.00590,0.00119,0.00000,0.00000,0.00281,0.00000,624.33866,0.00000,259.61511,22.36068,0.00000,41.23106,0.00247,0.00279,0.00048,0.00011,0.00202,0.00048,0.00439,0.00000,0.00053
748,318961.184900,119006.032200,321,100,90,1.178,9,int,0.00104,0.00590,0.00000,0.00000,0.00000,0.00278,0.00000,1626.72862,0.00000,240.20824,0.00000,0.00000,0.00000,0.00459,0.00000,0.00008,0.00010,0.00253,0.00008,0.00000,0.00000,0.00000
789,319820.791300,119044.913100,344,95,5,0.747,9,int,0.00000,0.00385,0.00094,0.00000,0.00008,0.00214,0.00027,1318.63067,200.00000,327.56677,200.00000,0.00000,0.00000,0.00685,0.00000,0.00300,0.00004,0.00000,0.00333,0.00304,0.00190,0.00158
860,320269.421100,121219.123900,365,10,2,1.767,9,int,0.00000,0.00294,0.00072,0.00000,0.00003,0.00200,0.00000,1202.16053,0.00000,310.00000,351.14099,3283.90015,0.00000,0.00844,0.00000,0.00000,0.00004,0.00187,0.00188,0.00593,0.00000,0.00397
896,320338.280800,121496.128100,382,10,2,2.062,9,int,0.00000,0.00305,0.00075,1.87709,0.00003,0.00206,0.00000,746.72050,0.00000,269.25824,233.45235,0.00000,110.00000,0.00435,0.00000,0.00868,0.00006,0.00055,0.00267,0.00282,0.00139,0.00606
899,320338.280800,121496.128100,382,10,2,2.166,9,int,0.00000,0.00305,0.00075,1.87709,0.00003,0.00206,0.00000,775.33453,0.00000,269.25824,233.45235,0.00000,110.00000,0.00435,0.00000,0.00868,0.00006,0.00055,0.00267,0.00282,0.00139,0.00606
916,320366.717700,121701.458700,389,10,2,2.403,9,int,0.00210,0.00280,0.00075,0.00000,0.00003,0.00206,0.00000,1614.08818,0.00000,280.71338,111.80340,0.00000,0.00000,0.00058,0.00210,0.00502,0.00009,0.00000,0.00000,0.00023,0.00358,0.00495
947,320372.948500,121695.801400,404,90,10,1.029,9,int,0.00210,0.00280,0.00075,0.00000,0.00003,0.00000,0.00004,811.15133,0.00000,270.73972,111.80340,0.00000,192.35384,0.00000,0.00208,0.00000,0.00009,0.00000,0.00000,0.00006,0.00358,0.00499
955,320348.279800,121598.302300,405,90,10,1.215,9,int,0.00174,0.00290,0.00075,0.00000,0.00003,0.00000,0.00004,1058.88445,0.00000,272.94687,165.52945,0.00000,162.78821,0.00000,0.00159,0.00000,0.00009,0.00000,0.00046,0.00057,0.00330,0.00663
970,320292.996600,121291.057400,408,90,10,1.495,9,int,0.00000,0.00300,0.00075,0.00000,0.00003,0.00206,0.00004,1143.73081,0.00000,298.32867,414.84937,0.00000,0.00000,0.00876,0.00000,0.00000,0.00004,0.00000,0.00243,0.00616,0.00000,0.00430
973,320291.592800,121291.079100,413,90,10,1.538,9,int,0.00000,0.00300,0.00075,0.00000,0.00003,0.00206,0.00004,1225.78089,412.31058,298.32867,412.31058,0.00000,0.00000,0.00876,0.00000,0.00000,0.00004,0.00000,0.00243,0.00616,0.00000,0.00430
1130,329064.413600,129164.582600,465,5,60,1.721,9,int,0.00100,0.00000,0.00000,0.00000,0.00046,0.00068,0.00007,811.97453,291.54761,360.00000,291.54761,0.00000,0.00000,0.00148,0.00000,0.00000,0.00013,0.00000,0.00000,0.00520,0.00794,0.00000
1132,329064.413600,129164.582600,465,5,60,1.728,9,int,0.00100,0.00000,0.00000,0.00000,0.00046,0.00068,0.00007,991.63809,291.54761,360.00000,291.54761,0.00000,0.00000,0.00148,0.00000,0.00000,0.00013,0.00000,0.00000,0.00520,0.00794,0.00000
1134,329064.413600,129164.582600,465,5,60,1.739,9,int,0.00100,0.00000,0.00000,0.00000,0.00046,0.00068,0.00007,991.63809,291.54761,360.00000,291.54761,0.00000,0.00000,0.00148,0.00000,0.00000,0.00013,0.00000,0.00000,0.00520,0.00794,0.00000
